Reporting starts,Campaign name,Objective,Reach,Impressions,Frequency,Amount spent (VND),CTR (link click-through rate),CPC (All) (VND),"CPM (cost per 1,000 impressions) (VND)","Cost per 1,000 people reached (VND)",Conversions,Conversion values,Cost per conversion,Post comments,Link clicks,Messaging Conversations Started
2025-04-06,10_HEAD_Lan Ho diep,Messages,851,1001,1.176263,94207,0.3996,1326.859155,94112.88711,110701.5276,0,0,0,3,4,4
2025-04-06,07_HEAD_Hoa cat canh,Engagement,120,140,1.166667,9545,0,1060.555556,68178.57143,79541.66667,0,0,0,0,0,0
2025-04-06,10_HEAD_Lan Ho diep,Messages,254,315,1.240157,37044,0.952381,882,117600,145842.5197,0,0,0,0,3,1
2025-04-06,10_HEAD_Lan Ho diep,Messages,139,156,1.122302,23232,1.923077,1222.736842,148923.0769,167136.6906,0,0,0,0,3,0
2025-04-06,11_Q2_Hon hop,Messages,331,356,1.075529,29717,1.966292,874.029412,83474.7191,89779.45619,0,0,0,0,7,1
2025-04-06,11_Q7_Hon hop,Messages,80,95,1.1875,6599,0,942.714286,69463.1579,82487.5,0,0,0,0,0,0
2025-04-06,11_Q7_Hon hop,Messages,1431,1536,1.073375,46478,1.822917,311.932886,30259.11458,32479.38505,0,0,0,2,28,4
2025-04-06,04_HEAD_Breezy,Messages,1527,1624,1.063523,71408,2.093596,432.775758,43970.44335,46763.58874,0,0,0,4,34,6
2025-04-05,07_HEAD_Hoa cat canh,Engagement,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-05,05_HEAD_Thiet ke,Messages,601,682,1.134775,83353,0.733138,1543.574074,122218.4751,138690.5158,0,0,0,2,5,4
2025-04-05,11_Q2_Hon hop,Messages,192,223,1.161458,10732,0.44843,1788.666667,48125.56054,55895.83333,0,0,0,0,1,0
2025-04-05,01_HEAD_Embrace of Tana,Messages,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-05,05_HEAD_Thiet ke,Messages,75,78,1.04,4685,0,2342.5,60064.10256,62466.66667,0,0,0,0,0,0
2025-04-05,11_Q2_Hon hop,Messages,891,955,1.071829,24189,0.732984,589.97561,25328.79581,27148.14815,0,0,0,0,7,3
2025-04-05,01_HEAD_Embrace of Tana,Messages,175,176,1.005714,6155,0.568182,1231,34971.59091,35171.42857,0,0,0,0,1,0
2025-04-05,10_HEAD_Lan Ho diep,Messages,326,338,1.03681,26565,0.591716,1155,78594.67456,81487.73006,0,0,0,0,2,2
2025-04-05,10_HEAD_Lan Ho diep,Messages,113,113,1,9731,0,3243.666667,86115.04425,86115.04425,0,0,0,0,0,0
2025-04-05,01_HEAD_Embrace of Tana,Messages,201,210,1.044776,13555,0,2259.166667,64547.61905,67437.81095,0,0,0,0,0,0
2025-04-05,05_HEAD_Thiet ke,Messages,475,481,1.012632,52696,0.623701,1351.179487,109555.0936,110938.9474,0,0,0,0,3,1
2025-04-05,01_HEAD_Embrace of Tana,Messages,1162,1296,1.115318,43091,0.385802,662.938462,33249.2284,37083.47676,0,0,0,0,5,1
2025-04-05,04_HEAD_Breezy,Messages,1029,1167,1.134111,54323,0.257069,679.0375,46549.27164,52792.0311,0,0,0,1,3,3
2025-04-05,10_HEAD_Lan Ho diep,Messages,75,77,1.026667,13794,1.298701,1970.571429,179142.8571,183920,0,0,0,0,1,1
2025-04-05,07_HEAD_Hoa cat canh,Engagement,597,718,1.20268,56007,0.557103,1244.6,78004.17827,93814.07035,0,0,0,0,4,0
2025-04-05,11_Q2_Hon hop,Messages,1567,1860,1.186981,148218,0.430108,1300.157895,79687.09677,94587.10913,0,0,0,0,8,3
2025-04-05,01_HEAD_Embrace of Tana,Messages,1055,1119,1.060664,28827,0.625559,640.6,25761.3941,27324.17062,0,0,0,0,7,0
2025-04-05,04_HEAD_Breezy,Messages,410,478,1.165854,23429,0.209205,1233.105263,49014.64435,57143.90244,0,0,0,0,1,0
2025-04-05,04_HEAD_Breezy,Messages,798,865,1.08396,24311,0.578035,1350.611111,28105.20231,30464.91228,0,0,0,0,5,0
2025-04-05,04_HEAD_Breezy,Messages,2578,2861,1.109775,79327,1.11849,455.902299,27727.01853,30770.75252,0,0,0,3,32,5
2025-04-05,01_HEAD_Embrace of Tana,Messages,788,849,1.077411,21918,0.117786,592.378378,25816.25442,27814.72081,0,0,0,0,1,0
2025-04-05,BR_Mokar_Tuong tac,Engagement,1261,1307,1.036479,25859,0.6886,224.86087,19785.00383,20506.74068,0,0,0,0,9,1
2025-04-05,11_Q7_Hon hop,Messages,378,433,1.145503,27056,0.692841,1040.615385,62484.98845,71576.71958,0,0,0,0,3,0
2025-04-05,11_Q7_Hon hop,Messages,20,21,1.05,2398,0,2398,114190.4762,119900,0,0,0,0,0,0
2025-04-05,03_HEAD_Dreamy,Engagement,525,585,1.114286,32621,1.025641,1254.653846,55762.39316,62135.2381,0,0,0,0,6,1
2025-04-05,07_HEAD_Hoa cat canh,Engagement,1640,2626,1.60122,214469,0.228484,1576.977941,81671.36329,130773.7805,0,0,0,0,6,6
2025-04-05,BR_HTM_Tuong tac,Engagement,1079,1138,1.05468,31009,1.405975,252.105691,27248.6819,28738.6469,0,0,0,0,16,0
2025-04-05,07_Q2_Hoa cat canh,Engagement,544,727,1.336397,58618,0,1274.304348,80629.98625,107753.6765,0,0,0,0,0,0
2025-04-05,BR_HTM_Tuong tac,Engagement,980,1132,1.155102,30442,1.325088,161.068783,26892.22615,31063.26531,0,0,0,0,15,0
2025-04-05,07_Q7_Hoa cat canh,Engagement,961,1105,1.149844,77424,0.361991,980.050633,70066.96833,80566.077,0,0,0,1,4,0
2025-04-05,05_HEAD_Thiet ke,Messages,56,57,1.017857,3955,0,3955,69385.96491,70625,0,0,0,0,0,1
2025-04-05,10_HEAD_Lan Ho diep,Messages,762,843,1.106299,66913,0.830368,929.347222,79374.85172,87812.33596,0,0,0,1,7,3
2025-04-05,07_HEAD_Hoa cat canh,Engagement,776,881,1.135309,49819,0.681044,958.057692,56548.24064,64199.74227,0,0,0,0,6,4
2025-04-05,10_HEAD_Lan Ho diep,Messages,750,895,1.193333,71309,1.117318,609.478632,79674.86034,95078.66667,0,0,0,1,10,5
2025-04-05,04_HEAD_Breezy,Messages,13,13,1,1163,0,1163,89461.53846,89461.53846,0,0,0,0,0,0
2025-04-05,07_Q7_Hoa cat canh,Engagement,163,236,1.447853,23844,0.423729,2384.4,101033.8983,146282.2086,0,0,0,0,1,0
2025-04-05,07_HEAD_Hoa cat canh,Engagement,603,777,1.288557,51300,0.514801,916.071429,66023.16602,85074.62687,0,0,0,0,4,3
2025-04-05,08_HEAD_Daily Flower,Messages,751,973,1.295606,73976,0.924974,902.146341,76028.77698,98503.3289,0,0,0,0,9,1
2025-04-05,05_HEAD_Thiet ke,Messages,386,427,1.106218,36826,0.468384,1115.939394,86243.55972,95404.14508,0,0,0,1,2,1
2025-04-05,05_HEAD_Thiet ke,Messages,63,71,1.126984,3896,0,556.571429,54873.23944,61841.26984,0,0,0,0,0,0
2025-04-05,11_Q7_Hon hop,Messages,1427,1487,1.042046,43963,1.412239,396.063063,29564.89576,30807.98879,0,0,0,0,21,3
2025-04-05,10_HEAD_Lan Ho diep,Messages,397,449,1.130982,39211,0.668151,739.830189,87329.62138,98768.26197,0,0,0,0,3,4
2025-04-05,10_HEAD_Lan Ho diep,Messages,117,121,1.034188,10955,0.826446,1217.222222,90537.19008,93632.47863,0,0,0,0,1,0
2025-04-05,10_HEAD_Lan Ho diep,Messages,742,931,1.254717,103884,0.75188,1129.173913,111583.2438,140005.3908,0,0,0,1,7,3
2025-04-05,07_HEAD_Hoa cat canh,Engagement,194,224,1.154639,21421,0,1785.083333,95629.46429,110417.5258,0,0,0,0,0,0
2025-04-04,05_HEAD_Thiet ke,Messages,1195,1420,1.188285,179237,0.704225,1244.701389,126223.2394,149989.1213,0,0,0,2,10,13
2025-04-04,11_Q2_Hon hop,Messages,531,675,1.271186,35495,0.888889,1109.21875,52585.18519,66845.57439,0,0,0,0,6,0
2025-04-04,01_HEAD_Embrace of Tana,Messages,636,684,1.075472,27500,0.730994,948.275862,40204.67836,43238.99371,0,0,0,1,5,1
2025-04-04,05_HEAD_Thiet ke,Messages,163,182,1.116564,10261,0.549451,1026.1,56379.12088,62950.92025,0,0,0,0,1,1
2025-04-04,11_Q2_Hon hop,Messages,1900,2117,1.114211,48219,0.42513,492.030612,22777.04299,25378.42105,0,0,0,0,9,4
2025-04-04,01_HEAD_Embrace of Tana,Messages,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-04,05_HEAD_Thiet ke,Messages,83,88,1.060241,16404,1.136364,1367,186409.0909,197638.5542,0,0,0,0,1,0
2025-04-04,10_HEAD_Lan Ho diep,Messages,470,491,1.044681,31346,0.814664,746.333333,63841.14053,66693.61702,0,0,0,0,4,0
2025-04-04,11_Q7_Hon hop,Messages,1109,1284,1.1578,87229,0.155763,1090.3625,67935.35826,78655.54554,0,0,0,0,2,2
2025-04-04,04_HEAD_Breezy,Messages,1412,1518,1.075071,44306,0.461133,434.372549,29187.08827,31378.18697,0,0,0,1,7,2
2025-04-04,05_HEAD_Thiet ke,Messages,325,355,1.092308,25352,0.28169,768.242424,71414.08451,78006.15385,0,0,0,0,1,3
2025-04-04,05_HEAD_Thiet ke,Messages,137,146,1.065693,6882,0,860.25,47136.9863,50233.57664,0,0,0,0,0,0
2025-04-04,07_HEAD_Hoa cat canh,Engagement,1109,1538,1.386835,115154,0.715215,992.706897,74872.56177,103835.8882,0,0,0,0,11,0
2025-04-04,11_Q2_Hon hop,Messages,1208,1442,1.193709,128985,0.624133,1141.460177,89448.68239,106775.6623,0,0,0,0,9,6
2025-04-04,01_HEAD_Embrace of Tana,Messages,1596,1828,1.145363,72568,0.820569,930.358974,39698.03064,45468.67168,0,0,0,1,15,1
2025-04-04,04_HEAD_Breezy,Messages,98,105,1.071429,6176,3.809524,514.666667,58819.04762,63020.40816,0,0,0,0,4,0
2025-04-04,04_HEAD_Breezy,Messages,1981,2170,1.095406,60800,0.829493,515.254237,28018.43318,30691.56991,0,0,0,3,18,6
2025-04-04,01_HEAD_Embrace of Tana,Messages,4033,4626,1.147037,131385,0.605275,521.369048,28401.42672,32577.48574,0,0,0,1,28,12
2025-04-04,BR_Mokar_Tuong tac,Engagement,1365,1427,1.045421,25824,0.49054,266.226804,18096.70638,18918.68132,0,0,0,0,7,0
2025-04-04,01_HEAD_Embrace of Tana,Messages,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04,11_Q7_Hon hop,Messages,1057,1130,1.069063,37071,2.035398,337.009091,32806.19469,35071.90161,0,0,0,3,23,1
2025-04-04,11_Q7_Hon hop,Messages,686,792,1.154519,47273,0,1125.547619,59688.13131,68911.07872,0,0,0,0,0,0
2025-04-04,03_HEAD_Dreamy,Engagement,939,1092,1.162939,59033,0.274725,831.450704,54059.52381,62867.94462,0,0,0,1,3,2
2025-04-04,07_HEAD_Hoa cat canh,Engagement,1220,2004,1.642623,160321,0.449102,1187.562963,80000.499,131410.6557,0,0,0,0,9,0
2025-04-04,BR_HTM_Tuong tac,Engagement,1534,1612,1.050847,30932,0.868486,278.666667,19188.58561,20164.2764,0,0,0,0,14,0
2025-04-04,07_Q2_Hoa cat canh,Engagement,426,592,1.389671,53493,1.013514,906.661017,90359.7973,125570.4225,0,0,0,0,6,1
2025-04-04,BR_HTM_Tuong tac,Engagement,954,1243,1.302935,29953,2.574417,139.316279,24097.34513,31397.27463,0,0,0,0,32,0
2025-04-04,07_Q7_Hoa cat canh,Engagement,675,780,1.155556,58563,0.512821,813.375,75080.76923,86760,0,0,0,0,4,1
2025-04-04,05_HEAD_Thiet ke,Messages,29,32,1.103448,3363,0,3363,105093.75,115965.5172,0,0,0,0,0,0
2025-04-04,07_HEAD_Hoa cat canh,Engagement,723,830,1.147994,58579,0.361446,861.455882,70577.10843,81022.13001,0,0,0,0,3,3
2025-04-04,10_HEAD_Lan Ho diep,Messages,2338,2648,1.132592,167694,0.528701,1096.039216,63328.54985,71725.40633,0,0,0,1,14,10
2025-04-04,07_HEAD_Hoa cat canh,Engagement,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-04,10_HEAD_Lan Ho diep,Messages,28,35,1.25,5739,0,5739,163971.4286,204964.2857,0,0,0,0,0,0
2025-04-04,10_HEAD_Lan Ho diep,Messages,211,277,1.312796,31113,0.361011,1728.5,112321.2996,147454.9763,0,0,0,0,1,0
2025-04-04,04_HEAD_Breezy,Messages,127,130,1.023622,8021,0.769231,501.3125,61700,63157.48032,0,0,0,0,1,0
2025-04-04,11_Q7_Hon hop,Messages,10,11,1.1,1029,0,1029,93545.45455,102900,0,0,0,0,0,0
2025-04-04,08_HEAD_Daily Flower,Messages,365,449,1.230137,46590,0,1606.551724,103763.9198,127643.8356,0,0,0,0,0,0
2025-04-04,07_Q7_Hoa cat canh,Engagement,240,310,1.291667,30560,0.645161,1608.421053,98580.64516,127333.3333,0,0,0,0,2,0
2025-04-04,07_HEAD_Hoa cat canh,Engagement,11,12,1.090909,715,0,0,59583.33333,65000,0,0,0,0,0,0
2025-04-04,08_HEAD_Daily Flower,Messages,78,83,1.064103,5059,0,562.111111,60951.80723,64858.97436,0,0,0,0,0,0
