Reporting starts,Campaign name,Objective,Reach,Impressions,Frequency,Amount spent (VND),CTR (link click-through rate),CPC (All) (VND),"CPM (cost per 1,000 impressions) (VND)","Cost per 1,000 people reached (VND)",Conversions,Conversion values,Cost per conversion,Post comments,Link clicks,Messaging Conversations Started
2025-04-09,10_HEAD_Lan Ho diep,Messages,130,135,1.038462,18250,1.481481,1073.529412,135185.1852,140384.6154,0,0,0,0,2,0
2025-04-09,04_HEAD_Breezy,Messages,672,707,1.052083,32035,0.990099,562.017544,45311.17398,47671.13095,0,0,0,1,7,3
2025-04-09,05_HEAD_Thiet ke,Messages,161,175,1.086957,12862,2.857143,676.947368,73497.14286,79888.19876,0,0,0,0,5,1
2025-04-09,10_HEAD_Lan Ho diep,Messages,183,235,1.284153,24234,1.276596,1211.7,103123.4043,132426.2295,0,0,0,1,3,1
2025-04-09,01_HEAD_Embrace of Tana,Messages,181,188,1.038674,7558,0,755.8,40202.12766,41756.90608,0,0,0,0,0,0
2025-04-09,07_HEAD_Hoa cat canh,Engagement,318,353,1.110063,28750,0.283286,991.37931,81444.75921,90408.80503,0,0,0,0,1,0
2025-04-09,04_HEAD_Breezy,Messages,229,239,1.043668,10006,0.41841,769.692308,41866.10879,43694.32314,0,0,0,1,1,0
2025-04-09,05_HEAD_Thiet ke,Messages,284,305,1.073944,17946,0,1631.454545,58839.34426,63190.14085,0,0,0,0,0,0
2025-04-09,05_HEAD_Thiet ke,Messages,96,101,1.052083,9746,0,1392.285714,96495.04951,101520.8333,0,0,0,0,0,1
2025-04-09,05_HEAD_Thiet ke,Messages,13,14,1.076923,381,0,381,27214.28571,29307.69231,0,0,0,0,0,0
2025-04-09,07_HEAD_Hoa cat canh,Engagement,10,11,1.1,243,0,243,22090.90909,24300,0,0,0,0,0,0
2025-04-09,07_HEAD_Hoa cat canh,Engagement,518,560,1.081081,21119,0.178571,570.783784,37712.5,40770.27027,0,0,0,0,1,1
2025-04-09,07_HEAD_Hoa cat canh,Engagement,516,679,1.315891,60771,0.294551,1066.157895,89500.73638,117773.2558,0,0,0,0,2,0
2025-04-09,07_Q2_Hoa cat canh,Engagement,667,817,1.224888,64888,0.734394,821.367089,79422.27662,97283.35832,0,0,0,1,6,1
2025-04-09,05_HEAD_Thiet ke,Messages,969,1140,1.176471,112756,1.315789,924.229508,98908.77193,116363.2611,0,0,0,4,15,11
2025-04-09,04_HEAD_Breezy,Messages,777,825,1.061776,24060,1.090909,422.105263,29163.63636,30965.25097,0,0,0,0,9,0
2025-04-09,01_HEAD_Embrace of Tana,Messages,1661,1963,1.181818,66472,0.305655,588.247788,33862.45543,40019.2655,0,0,0,2,6,4
2025-04-09,01_HEAD_Embrace of Tana,Messages,263,275,1.045627,13695,0.363636,978.214286,49800,52072.24335,0,0,0,0,1,0
2025-04-09,11_Q7_Hon hop,Messages,3697,3988,1.078712,134638,1.705115,366.861035,33760.78235,36418.1769,0,0,0,5,68,10
2025-04-09,05_HEAD_Thiet ke,Messages,126,153,1.214286,20879,0,1491.357143,136464.0523,165706.3492,0,0,0,0,0,0
2025-04-09,11_Q7_Hon hop,Messages,117,143,1.222222,13651,1.398601,1050.076923,95461.53846,116675.2137,0,0,0,0,2,1
2025-04-09,07_HEAD_Hoa cat canh,Engagement,420,587,1.397619,53046,0.511073,964.472727,90367.97274,126300,0,0,0,0,3,1
2025-04-09,BR_HTM_Tuong tac,Engagement,760,802,1.055263,22488,0.623441,321.257143,28039.90025,29589.47368,0,0,0,0,5,2
2025-04-09,BR_HTM_Tuong tac,Engagement,854,1033,1.209602,32334,2.129719,221.465753,31301.06486,37861.8267,0,0,0,0,22,0
2025-04-09,07_Q7_Hoa cat canh,Engagement,483,582,1.204969,60289,1.37457,1057.701754,103589.3471,124821.9462,0,0,0,0,8,1
2025-04-09,07_HEAD_Hoa cat canh,Engagement,538,599,1.113383,46757,0.834725,1062.659091,78058.43072,86908.92193,0,0,0,0,5,0
2025-04-09,07_HEAD_Hoa cat canh,Engagement,342,356,1.040936,18612,0,489.789474,52280.89888,54421.05263,0,0,0,1,0,1
2025-04-09,10_HEAD_Lan Ho diep,Messages,213,241,1.131455,22872,0.414938,2287.2,94904.56432,107380.2817,0,0,0,0,1,1
2025-04-09,10_HEAD_Lan Ho diep,Messages,315,322,1.022222,18473,0.310559,1086.647059,57369.56522,58644.44444,0,0,0,0,1,0
2025-04-09,11_Q7_Hon hop,Messages,13,15,1.153846,2028,0,0,135200,156000,0,0,0,0,0,0
2025-04-09,08_HEAD_Daily Flower,Messages,605,758,1.252893,53518,1.451187,723.216216,70604.22164,88459.50413,0,0,0,0,11,4
2025-04-09,11_Q7_Hon hop,Messages,1964,2100,1.069246,78132,1.380952,476.414634,37205.71429,39782.07739,0,0,0,2,29,4
2025-04-09,10_HEAD_Lan Ho diep,Messages,538,559,1.039033,47144,0.357782,982.166667,84336.31485,87628.25279,0,0,0,0,2,1
2025-04-09,10_HEAD_Lan Ho diep,Messages,203,217,1.068966,22728,0,1420.5,104737.3272,111960.5911,0,0,0,0,0,0
2025-04-09,10_HEAD_Lan Ho diep,Messages,137,146,1.065693,14454,1.369863,1204.5,99000,105503.6496,0,0,0,0,2,1
2025-04-09,10_HEAD_Lan Ho diep,Messages,117,120,1.025641,8538,0.833333,948.666667,71150,72974.35897,0,0,0,1,1,1
2025-04-09,BR_Mokar_Tuong tac,Engagement,1085,1115,1.02765,23493,0.089686,164.286713,21069.95516,21652.53456,0,0,0,0,1,0
2025-04-09,11_Q2_Hon hop,Messages,412,467,1.133495,37202,0,1033.388889,79661.67024,90296.11651,0,0,0,0,0,2
2025-04-09,10_HEAD_Lan Ho diep,Messages,64,69,1.078125,5595,0,1398.75,81086.95652,87421.875,0,0,0,0,0,0
2025-04-09,07_HEAD_Hoa cat canh,Engagement,398,419,1.052764,19936,0.954654,390.901961,47579.95227,50090.45226,0,0,0,0,4,2
2025-04-09,07_HEAD_Hoa cat canh,Engagement,289,311,1.076125,18012,0.321543,818.727273,57916.39871,62325.25952,0,0,0,0,1,1
2025-04-08,04_HEAD_Breezy,Messages,995,1176,1.18191,93768,0.510204,1008.258065,79734.69388,94239.19598,0,0,0,0,6,6
2025-04-08,11_Q2_Hon hop,Messages,1,1,1,1,0,0,1000,1000,0,0,0,0,0,0
2025-04-08,05_HEAD_Thiet ke,Messages,1,1,1,1,0,0,1000,1000,0,0,0,0,0,0
2025-04-08,04_HEAD_Breezy,Messages,201,215,1.069652,13840,1.395349,659.047619,64372.09302,68855.72139,0,0,0,0,3,2
2025-04-08,11_Q2_Hon hop,Messages,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-08,05_HEAD_Thiet ke,Messages,1,1,1,80,0,0,80000,80000,0,0,0,0,0,0
2025-04-08,01_HEAD_Embrace of Tana,Messages,1166,1278,1.096055,41001,0.391236,683.35,32082.15962,35163.80789,0,0,0,0,5,2
2025-04-08,11_Q7_Hon hop,Messages,540,599,1.109259,41534,0.33389,692.233333,69338.89816,76914.81482,0,0,0,0,2,1
2025-04-08,01_HEAD_Embrace of Tana,Messages,75,75,1,3143,0,1047.666667,41906.66667,41906.66667,0,0,0,0,0,0
2025-04-08,01_HEAD_Embrace of Tana,Messages,246,270,1.097561,23877,0.37037,918.346154,88433.33333,97060.97561,0,0,0,0,1,0
2025-04-08,04_HEAD_Breezy,Messages,511,531,1.039139,17110,0.376648,503.235294,32222.22222,33483.36595,0,0,0,1,2,0
2025-04-08,05_HEAD_Thiet ke,Messages,488,540,1.106557,35321,0.185185,954.621622,65409.25926,72379.09836,0,0,0,2,1,2
2025-04-08,05_HEAD_Thiet ke,Messages,165,181,1.09697,7856,0.552486,654.666667,43403.31492,47612.12121,0,0,0,0,1,0
2025-04-08,07_HEAD_Hoa cat canh,Engagement,24,27,1.125,1990,0,1990,73703.7037,82916.66667,0,0,0,0,0,0
2025-04-08,07_HEAD_Hoa cat canh,Engagement,1564,1773,1.133632,68593,0.564016,457.286667,38687.53525,43857.41688,0,0,0,2,10,3
2025-04-08,07_HEAD_Hoa cat canh,Engagement,281,337,1.199288,35216,1.186944,1304.296296,104498.5163,125323.8434,0,0,0,0,4,2
2025-04-08,07_Q2_Hoa cat canh,Engagement,301,362,1.202658,33433,0.276243,1114.433333,92356.35359,111073.0897,0,0,0,0,1,0
2025-04-08,11_Q2_Hon hop,Messages,591,641,1.084602,64330,2.028081,932.318841,100358.8144,108849.4078,0,0,0,0,13,2
2025-04-08,05_HEAD_Thiet ke,Messages,848,1017,1.199292,109308,0.983284,1012.111111,107480.826,128900.9434,0,0,0,2,10,5
2025-04-08,04_HEAD_Breezy,Messages,371,393,1.059299,15158,0.508906,631.583333,38569.97456,40857.14286,0,0,0,0,2,0
2025-04-08,04_HEAD_Breezy,Messages,1169,1223,1.046193,37917,1.635323,375.415842,31003.27065,32435.41489,0,0,0,1,20,5
2025-04-08,01_HEAD_Embrace of Tana,Messages,345,360,1.043478,22112,0.833333,921.333333,61422.22222,64092.75362,0,0,0,0,3,0
2025-04-08,10_HEAD_Lan Ho diep,Messages,1016,1115,1.097441,105115,1.076233,1020.533981,94273.5426,103459.6457,0,0,0,0,12,3
2025-04-08,11_Q7_Hon hop,Messages,2423,2600,1.07305,101105,1.846154,375.855019,38886.53846,41727.19769,0,0,0,7,48,7
2025-04-08,05_HEAD_Thiet ke,Messages,117,154,1.316239,17048,0,1311.384615,110701.2987,145709.4017,0,0,0,0,0,1
2025-04-08,07_HEAD_Hoa cat canh,Engagement,588,877,1.491497,100601,0.684151,1143.193182,114710.3763,171090.1361,0,0,0,0,6,2
2025-04-08,BR_HTM_Tuong tac,Engagement,756,797,1.054233,24382,1.003764,312.589744,30592.22083,32251.32275,0,0,0,1,8,0
2025-04-08,07_Q2_Hoa cat canh,Engagement,499,548,1.098196,34980,0.729927,672.692308,63832.11679,70100.2004,0,0,0,0,4,2
2025-04-08,BR_HTM_Tuong tac,Engagement,628,872,1.388535,33008,2.637615,171.916667,37853.21101,52560.50955,0,0,0,0,23,1
2025-04-08,07_Q7_Hoa cat canh,Engagement,299,395,1.32107,48906,1.012658,1528.3125,123812.6582,163565.2174,0,0,0,0,4,1
2025-04-08,07_HEAD_Hoa cat canh,Engagement,705,868,1.231206,60431,0.460829,728.084337,69620.96774,85717.7305,0,0,0,1,4,3
2025-04-08,07_HEAD_Hoa cat canh,Engagement,651,732,1.124424,39616,0.956284,466.070588,54120.21858,60854.07066,0,0,0,1,7,1
2025-04-08,07_HEAD_Hoa cat canh,Engagement,977,1098,1.123849,69707,0.364299,606.147826,63485.42805,71348.00409,0,0,0,1,4,2
2025-04-08,10_HEAD_Lan Ho diep,Messages,239,259,1.083682,25310,0,1581.875,97722.00772,105899.5816,0,0,0,0,0,0
2025-04-08,10_HEAD_Lan Ho diep,Messages,1278,1416,1.107981,93798,0.423729,937.98,66241.52542,73394.3662,0,0,0,1,6,5
2025-04-08,04_HEAD_Breezy,Messages,282,298,1.056738,28440,2.013423,646.363636,95436.24161,100851.0638,0,0,0,0,6,0
2025-04-08,11_Q7_Hon hop,Messages,15,19,1.266667,2690,0,2690,141578.9474,179333.3333,0,0,0,0,0,0
2025-04-08,07_Q7_Hoa cat canh,Engagement,489,550,1.124744,45296,0.181818,1078.47619,82356.36364,92629.85685,0,0,0,0,1,2
2025-04-08,08_HEAD_Daily Flower,Messages,576,694,1.204861,59288,0.720461,1317.511111,85429.39481,102930.5556,0,0,0,0,5,1
2025-04-08,05_HEAD_Thiet ke,Messages,374,429,1.147059,43821,0.2331,2738.8125,102146.8531,117168.4492,0,0,0,0,1,1
2025-04-08,10_HEAD_Lan Ho diep,Messages,250,256,1.024,21020,0.390625,1051,82109.375,84080,0,0,0,0,1,1
2025-04-08,10_HEAD_Lan Ho diep,Messages,14,14,1,964,0,0,68857.14286,68857.14286,0,0,0,0,0,0
2025-04-08,BR_Mokar_Tuong tac,Engagement,868,922,1.062212,24145,0.32538,170.035211,26187.63558,27816.82028,0,0,0,0,3,0
2025-04-08,11_Q2_Hon hop,Messages,376,431,1.146277,46560,0.928074,831.428571,108027.8422,123829.7872,0,0,0,1,4,4
2025-04-08,10_HEAD_Lan Ho diep,Messages,201,244,1.21393,18250,0.409836,960.526316,74795.08197,90796.0199,0,0,0,0,1,0
2025-04-08,07_HEAD_Hoa cat canh,Engagement,270,292,1.081481,14399,0.342466,685.666667,49311.64384,53329.62963,0,0,0,0,1,0
2025-04-08,07_HEAD_Hoa cat canh,Engagement,414,456,1.101449,23877,0.219298,770.225806,52361.84211,57673.91304,0,0,0,1,1,3
2025-04-08,07_HEAD_Hoa cat canh,Engagement,467,505,1.08137,22283,0.792079,474.106383,44124.75248,47715.20343,0,0,0,0,4,0
2025-04-07,01_HEAD_Embrace of Tana,Messages,73,74,1.013699,7560,0,2520,102162.1622,103561.6438,0,0,0,0,0,0
2025-04-07,01_HEAD_Embrace of Tana,Messages,918,955,1.040305,31026,0.628272,738.714286,32487.95812,33797.38562,0,0,0,0,6,0
2025-04-07,05_HEAD_Thiet ke,Messages,1,1,1,101,0,0,101000,101000,0,0,0,0,0,0
2025-04-07,04_HEAD_Breezy,Messages,685,764,1.115328,49117,0.78534,909.574074,64289.26702,71703.64964,0,0,0,0,6,2
2025-04-07,01_HEAD_Embrace of Tana,Messages,364,374,1.027473,17896,0.26738,894.8,47850.26738,49164.83517,0,0,0,0,1,0
2025-04-07,10_HEAD_Lan Ho diep,Messages,36,36,1,2535,2.777778,1267.5,70416.66667,70416.66667,0,0,0,0,1,0
2025-04-07,01_HEAD_Embrace of Tana,Messages,60,61,1.016667,9183,0,0,150540.9836,153050,0,0,0,0,0,0
2025-04-07,01_HEAD_Embrace of Tana,Messages,142,150,1.056338,14207,0.666667,1775.875,94713.33333,100049.2958,0,0,0,0,1,0
2025-04-07,04_HEAD_Breezy,Messages,242,247,1.020661,17446,0.404858,1342,70631.57895,72090.90909,0,0,0,0,1,0
2025-04-07,11_Q7_Hon hop,Messages,858,1058,1.2331,71339,0.378072,706.326733,67428.16635,83145.68765,0,0,0,1,4,3
2025-04-07,04_HEAD_Breezy,Messages,359,364,1.013928,14811,0.824176,548.555556,40689.56044,41256.26741,0,0,0,0,3,1
2025-04-07,05_HEAD_Thiet ke,Messages,983,1161,1.181078,89025,0.430663,1099.074074,76679.58656,90564.59817,0,0,0,0,5,3
2025-04-07,05_HEAD_Thiet ke,Messages,582,692,1.189003,41025,0.144509,1139.583333,59284.68208,70489.69072,0,0,0,0,1,2
2025-04-07,07_HEAD_Hoa cat canh,Engagement,69,70,1.014493,6723,0,1120.5,96042.85714,97434.78261,0,0,0,0,0,0
2025-04-07,07_HEAD_Hoa cat canh,Engagement,278,289,1.039568,16446,0.346021,548.2,56906.57439,59158.27338,0,0,0,0,1,1
2025-04-07,07_HEAD_Hoa cat canh,Engagement,470,703,1.495745,79206,0.56899,1147.913043,112668.5633,168523.4043,0,0,0,0,4,2
2025-04-07,11_Q2_Hon hop,Messages,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-07,07_Q2_Hoa cat canh,Engagement,474,595,1.255274,50798,0.840336,634.975,85374.78992,107168.7764,0,0,0,0,5,0
2025-04-07,03_HEAD_Dreamy,Engagement,458,515,1.124454,25605,0.38835,2133.75,49718.4466,55906.11354,0,0,0,0,2,0
2025-04-07,11_Q2_Hon hop,Messages,130,133,1.023077,24968,2.255639,2269.818182,187729.3233,192061.5385,0,0,0,0,3,0
2025-04-07,05_HEAD_Thiet ke,Messages,712,762,1.070225,68959,0.656168,1112.241935,90497.37533,96852.52809,0,0,0,0,5,5
2025-04-07,04_HEAD_Breezy,Messages,654,688,1.051988,23495,2.034884,350.671642,34149.7093,35925.07645,0,0,0,0,14,3
2025-04-07,04_HEAD_Breezy,Messages,615,636,1.034146,14908,0.314465,621.166667,23440.25157,24240.65041,0,0,0,0,2,0
2025-04-07,01_HEAD_Embrace of Tana,Messages,467,505,1.08137,23603,0.990099,813.896552,46738.61386,50541.75589,0,0,0,1,5,1
2025-04-07,BR_Mokar_Tuong tac,Engagement,241,242,1.004149,4985,2.066116,184.62963,20599.17355,20684.6473,0,0,0,0,5,0
2025-04-07,01_HEAD_Embrace of Tana,Messages,885,978,1.105085,61868,1.226994,824.906667,63259.7137,69907.34463,0,0,0,0,12,4
2025-04-07,10_HEAD_Lan Ho diep,Messages,415,422,1.016867,38471,0.947867,1373.964286,91163.50711,92701.20482,0,0,0,0,4,1
2025-04-07,05_HEAD_Thiet ke,Messages,55,65,1.181818,6927,0,1731.75,106569.2308,125945.4545,0,0,0,0,0,0
2025-04-07,07_HEAD_Hoa cat canh,Engagement,690,1026,1.486957,122310,0.974659,1019.25,119210.5263,177260.8696,0,0,0,0,10,4
2025-04-07,07_HEAD_Hoa cat canh,Engagement,336,401,1.193452,28989,0.74813,935.129032,72291.77057,86276.78571,0,0,0,0,3,0
2025-04-07,BR_HTM_Tuong tac,Engagement,872,939,1.076835,24606,0.638978,439.392857,26204.47284,28217.88991,0,0,0,0,6,1
2025-04-07,07_Q2_Hoa cat canh,Engagement,207,238,1.149758,22354,1.680672,721.096774,93924.36975,107990.3382,0,0,0,0,4,2
2025-04-07,BR_HTM_Tuong tac,Engagement,607,720,1.186161,19354,3.888889,114.52071,26880.55556,31884.67875,0,0,0,0,28,1
2025-04-07,07_Q7_Hoa cat canh,Engagement,184,246,1.336957,29587,0.813008,1849.1875,120272.3577,160798.913,0,0,0,0,2,1
2025-04-07,07_HEAD_Hoa cat canh,Engagement,424,503,1.186321,46196,0.795229,1049.909091,91840.95427,108952.8302,0,0,0,0,4,1
2025-04-07,10_HEAD_Lan Ho diep,Messages,82,88,1.073171,15183,0,1897.875,172534.0909,185158.5366,0,0,0,0,0,0
2025-04-07,07_HEAD_Hoa cat canh,Engagement,127,128,1.007874,8274,0,551.6,64640.625,65149.6063,0,0,0,0,0,0
2025-04-07,10_HEAD_Lan Ho diep,Messages,549,571,1.040073,52983,0.175131,2943.5,92789.84238,96508.19672,0,0,0,0,1,0
2025-04-07,07_HEAD_Hoa cat canh,Engagement,607,748,1.23229,50555,0.40107,842.583333,67586.8984,83286.65568,0,0,0,0,3,3
2025-04-07,10_HEAD_Lan Ho diep,Messages,240,281,1.170833,33146,0.355872,1657.3,117957.2954,138108.3333,0,0,0,0,1,1
2025-04-07,10_HEAD_Lan Ho diep,Messages,294,320,1.088435,26900,0.3125,747.222222,84062.5,91496.59864,0,0,0,0,1,1
2025-04-07,07_Q7_Hoa cat canh,Engagement,538,668,1.241636,69861,0,1455.4375,104582.3353,129853.1599,0,0,0,0,0,0
2025-04-07,08_HEAD_Daily Flower,Messages,565,673,1.19115,59262,0.594354,1097.444444,88056.4636,104888.4956,0,0,0,0,4,2
2025-04-07,05_HEAD_Thiet ke,Messages,1081,1253,1.159112,101563,0.558659,1103.945652,81055.86592,93952.82146,0,0,0,1,7,4
2025-04-07,05_HEAD_Thiet ke,Messages,510,571,1.119608,36606,0.350263,1262.275862,64108.58144,71776.47059,0,0,0,0,2,2
2025-04-07,10_HEAD_Lan Ho diep,Messages,112,123,1.098214,10775,0,828.846154,87601.62602,96205.35714,0,0,0,1,0,0
2025-04-07,10_HEAD_Lan Ho diep,Messages,327,372,1.137615,30988,0,1475.619048,83301.07527,94764.52599,0,0,0,1,0,1
2025-04-07,10_HEAD_Lan Ho diep,Messages,129,153,1.186047,22812,1.30719,1901,149098.0392,176837.2093,0,0,0,0,2,1
2025-04-07,11_Q7_Hon hop,Messages,721,782,1.084605,28707,2.429668,354.407407,36709.71867,39815.53398,0,0,0,1,19,0
2025-04-07,04_HEAD_Breezy,Messages,308,320,1.038961,15671,2.5,474.878788,48971.875,50879.87013,0,0,0,0,8,0
2025-04-07,10_HEAD_Lan Ho diep,Messages,176,200,1.136364,30076,0.5,1879.75,150380,170886.3636,0,0,0,0,1,1
2025-04-07,BR_Mokar_Tuong tac,Engagement,536,597,1.113806,19180,1.172529,191.8,32127.30318,35783.58209,0,0,0,0,7,0
2025-04-07,11_Q2_Hon hop,Messages,386,410,1.062176,39020,0.243902,1393.571429,95170.73171,101088.0829,0,0,0,1,1,2
2025-04-07,07_HEAD_Hoa cat canh,Engagement,380,398,1.047368,26056,0.502513,789.575758,65467.33668,68568.42105,0,0,0,0,2,1
2025-04-07,10_HEAD_Lan Ho diep,Messages,25,33,1.32,3792,0,948,114909.0909,151680,0,0,0,0,0,0
2025-04-07,07_HEAD_Hoa cat canh,Engagement,177,193,1.090395,14757,0.518135,819.833333,76461.1399,83372.88136,0,0,0,0,1,0
2025-04-07,07_HEAD_Hoa cat canh,Engagement,154,169,1.097403,11265,0.591716,388.448276,66656.80473,73149.35065,0,0,0,0,1,0
2025-04-07,07_HEAD_Hoa cat canh,Engagement,165,179,1.084848,11680,1.117318,556.190476,65251.39665,70787.87879,0,0,0,0,2,0
2025-04-06,11_Q2_Hon hop,Messages,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-06,05_HEAD_Thiet ke,Messages,146,153,1.047945,17802,0,1780.2,116352.9412,121931.5068,0,0,0,2,0,0
2025-04-06,04_HEAD_Breezy,Messages,297,303,1.020202,10334,0.330033,516.7,34105.61056,34794.6128,0,0,0,0,1,0
2025-04-06,05_HEAD_Thiet ke,Messages,157,157,1,12711,0,2118.5,80961.78344,80961.78344,0,0,0,0,0,0
2025-04-06,05_HEAD_Thiet ke,Messages,7,7,1,286,0,0,40857.14286,40857.14286,0,0,0,0,0,0
2025-04-06,10_HEAD_Lan Ho diep,Messages,105,128,1.219048,15932,0.78125,1770.222222,124468.75,151733.3333,0,0,0,0,1,1
2025-04-06,01_HEAD_Embrace of Tana,Messages,475,485,1.021053,21699,0.618557,1205.5,44740.20619,45682.10526,0,0,0,0,3,0
2025-04-06,01_HEAD_Embrace of Tana,Messages,282,295,1.046099,12230,0.338983,940.769231,41457.62712,43368.79433,0,0,0,1,1,0
2025-04-06,11_Q7_Hon hop,Messages,924,1023,1.107143,71261,0.293255,848.345238,69658.84653,77122.29437,0,0,0,3,3,6
2025-04-06,04_HEAD_Breezy,Messages,399,426,1.067669,13170,0.234742,439,30915.49296,33007.5188,0,0,0,0,1,1
2025-04-06,05_HEAD_Thiet ke,Messages,412,444,1.07767,34887,0.900901,894.538462,78574.32432,84677.18447,0,0,0,0,4,0
2025-04-06,05_HEAD_Thiet ke,Messages,12,12,1,871,0,871,72583.33333,72583.33333,0,0,0,0,0,0
2025-04-06,05_HEAD_Thiet ke,Messages,449,479,1.066815,23662,0.626305,876.37037,49398.74739,52699.33185,0,0,0,0,3,2
2025-04-06,05_HEAD_Thiet ke,Messages,395,419,1.060759,31130,0.477327,1073.448276,74295.94272,78810.12658,0,0,0,0,2,1
2025-04-06,07_HEAD_Hoa cat canh,Engagement,264,277,1.049242,15914,0.361011,663.083333,57451.26354,60280.30303,0,0,0,0,1,1
2025-04-06,07_HEAD_Hoa cat canh,Engagement,447,590,1.319911,68859,0.508475,1434.5625,116710.1695,154046.9799,0,0,0,0,3,1
2025-04-06,11_Q2_Hon hop,Messages,548,595,1.085766,52395,0.504202,1091.5625,88058.82353,95611.31387,0,0,0,0,3,3
2025-04-06,11_Q7_Hon hop,Messages,481,501,1.04158,37677,0.798403,1345.607143,75203.59281,78330.56133,0,0,0,0,4,1
2025-04-06,07_Q2_Hoa cat canh,Engagement,515,604,1.172816,48611,0.496689,992.061224,80481.78808,94390.29126,0,0,0,0,3,0
2025-04-06,03_HEAD_Dreamy,Engagement,473,520,1.099366,27762,0.192308,1207.043478,53388.46154,58693.44609,0,0,0,0,1,1
2025-04-06,04_HEAD_Breezy,Messages,312,315,1.009615,10798,1.904762,337.4375,34279.36508,34608.97436,0,0,0,0,6,0
2025-04-06,04_HEAD_Breezy,Messages,149,154,1.033557,7494,1.298701,624.5,48662.33766,50295.30201,0,0,0,0,2,0
2025-04-06,04_HEAD_Breezy,Messages,236,248,1.050847,11136,0.403226,856.615385,44903.22581,47186.44068,0,0,0,0,1,0
2025-04-06,04_HEAD_Breezy,Messages,381,404,1.060367,11580,0.990099,579,28663.36634,30393.70079,0,0,0,0,4,0
2025-04-06,04_HEAD_Breezy,Messages,724,751,1.037293,24539,1.065246,613.475,32675.09987,33893.64641,0,0,0,1,8,1
2025-04-06,01_HEAD_Embrace of Tana,Messages,2653,2924,1.102149,80225,0.649795,495.216049,27436.73051,30239.35168,0,0,0,2,19,8
2025-04-06,BR_Mokar_Tuong tac,Engagement,1400,1452,1.037143,25412,0.550964,201.68254,17501.37741,18151.42857,0,0,0,0,8,0
2025-04-06,01_HEAD_Embrace of Tana,Messages,639,700,1.095462,35476,0.571429,806.272727,50680,55517.99687,0,0,0,0,4,1
2025-04-06,11_Q7_Hon hop,Messages,1,1,1,46,0,0,46000,46000,0,0,0,0,0,0
2025-04-06,07_HEAD_Hoa cat canh,Engagement,1104,1537,1.39221,154471,0.455433,1544.71,100501.6265,139919.3841,0,0,0,1,7,2
2025-04-06,07_HEAD_Hoa cat canh,Engagement,490,542,1.106122,34326,0.922509,715.125,63332.10332,70053.06122,0,0,0,0,5,3
2025-04-06,BR_HTM_Tuong tac,Engagement,1139,1203,1.05619,30203,1.246883,314.614583,25106.40067,26517.12028,0,0,0,0,15,1
2025-04-06,07_Q2_Hoa cat canh,Engagement,438,523,1.194064,34529,0.573614,986.542857,66021.03251,78833.33333,0,0,0,0,3,1
2025-04-06,BR_HTM_Tuong tac,Engagement,668,897,1.342814,30732,4.013378,133.617391,34260.86957,46005.98802,0,0,0,0,36,0
2025-04-06,07_Q7_Hoa cat canh,Engagement,516,650,1.25969,62722,0.307692,1493.380952,96495.38462,121554.2636,0,0,0,0,2,1
2025-04-06,05_HEAD_Thiet ke,Messages,26,27,1.038462,2154,0,2154,79777.77778,82846.15385,0,0,0,0,0,0
2025-04-06,07_HEAD_Hoa cat canh,Engagement,877,1066,1.215507,84999,0.562852,867.336735,79736.39775,96920.18244,0,0,0,1,6,2
2025-04-06,07_HEAD_Hoa cat canh,Engagement,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-06,10_HEAD_Lan Ho diep,Messages,156,184,1.179487,32685,0,2042.8125,177635.8696,209519.2308,0,0,0,1,0,1
2025-04-06,07_HEAD_Hoa cat canh,Engagement,1010,1144,1.132673,60854,0.874126,742.121951,53194.05594,60251.48515,0,0,0,1,10,2
2025-04-06,10_HEAD_Lan Ho diep,Messages,60,60,1,4415,1.666667,630.714286,73583.33333,73583.33333,0,0,0,0,1,1
2025-04-06,10_HEAD_Lan Ho diep,Messages,992,1096,1.104839,85091,0.364964,1012.988095,77637.77372,85777.21774,0,0,0,0,4,3
2025-04-06,07_Q7_Hoa cat canh,Engagement,368,438,1.190217,40401,0.228311,1442.892857,92239.72603,109785.3261,0,0,0,0,1,0
2025-04-06,07_HEAD_Hoa cat canh,Engagement,561,645,1.149733,34429,0.310078,800.674419,53378.29457,61370.76649,0,0,0,0,2,1
2025-04-06,08_HEAD_Daily Flower,Messages,730,865,1.184932,58382,0.809249,711.97561,67493.64162,79975.34247,0,0,0,0,7,1
2025-04-06,05_HEAD_Thiet ke,Messages,593,712,1.200675,66749,0.702247,855.75641,93748.59551,112561.5514,0,0,0,1,5,2
2025-04-06,05_HEAD_Thiet ke,Messages,155,171,1.103226,4740,0,1580,27719.29825,30580.64516,0,0,0,0,0,1
2025-04-06,11_Q7_Hon hop,Messages,341,350,1.026393,10265,1.142857,366.607143,29328.57143,30102.6393,0,0,0,0,4,0
2025-04-06,10_HEAD_Lan Ho diep,Messages,294,316,1.07483,23873,1.582278,746.03125,75547.46835,81200.68027,0,0,0,0,5,2
2025-04-06,10_HEAD_Lan Ho diep,Messages,10,10,1,730,10,365,73000,73000,0,0,0,0,1,0
